product_type,name,brandName,stockStatus,description.short,description.complete,genderLabel,department,pricing.regularPrice.value,pricing.finalPrice.value,pricing.retailPrice.value
SimpleProduct,Citizen Eco-Drive White Dial Moon Phase Men's Watch AP1050-81A,Citizen,OUT_OF_STOCK,Citizen AP1050-81A Mens,"Silver-tone stainless steel case and bracelet. Fixed silver-tone stainless steel bezel. White dial with blue hands and Roman numeral hour markers. Dial Type: Analog. Three sub-dials displaying:  day, month and moon phase. Eco-drive movement. Scratch resistant sapphire crystal. Solid case back. Round case shape, case size: 42.2 mm, case thickness: 10.1 mm. Fold over clasp with a safety release. Water resistant at 50 meters / 165 feet. Functions: date, day, month, hour, minute, second, mooh phase. Dress watch style. Watch label: Japan Movt. Citizen Eco-Drive White Dial Moon Phase Men's Watch AP1050-81A.",Mens,Watches,350.99,244.0,430.0
SimpleProduct,Le Vian Ladies Chocolate Diamonds Fashion Ring in 14k Vanilla Gold,Le Vian,IN_STOCK,Le Vian R35342-3001WG Ladies,"Le Vian Ring featuring 1/4 cts. Chocolate Diamonds , 1/5 cts. Vanilla Diamonds set in 14K Vanilla Gold Le Vian Ladies Rings. LE VIAN CHOCOLATE DIAMONDS series. SKU: R35342-3001WG. Barcode: 886589697608. Color: Brown. Metal Type: Gold. Metal Stamp: 14k. Gem stone type: Diamond. Stone weight: 0.006ct. Number of stones: 29. Stone clarity: SI2. Stone shape: Round. Stone color: H-I. Ring style: Fashion. Le Vian Ladies Fashion Ring in 14k Vanilla Gold. H: 6.50 mm, W: 2 mm",Womens,Jewelry,1313.99,549.99,2148.0
GroupedProduct,Hermes Barenia Ladies EDP,,OUT_OF_STOCK,,,Unisex,,11.99,11.99,0.0
GroupedProduct,Al Haramain Amber Oud Dubai Night Unisex ExDP,,OUT_OF_STOCK,,,Unisex,,39.99,39.99,0.0
SimpleProduct,Breitling Superocean 44 Automatic Black Dial Men's Watch C1739112/BA77.433X.A20BA.1,Breitling,IN_STOCK,Breitling C1739112/BA77.433X.A20BA.1 Mens,"Silver-tone stainless steel case with a brown leather strap. Uni-directional rotating 18kt rose gold bezel. Black dial with rose gold-tone hands and index-Arabic numerals hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Automatic movement. Scratch resistant sapphire crystal. Screw down crown. Round case shape, case size: 44 mm. Tang clasp. Water resistant at 2000 meters / 6600 feet. Functions: date, hour, minute, second. Superocean 44 Series. Luxury watch style. Watch label: Swiss Made. Breitling Superocean 44 Automatic Black Dial Men's Watch C1739112/BA77.433X.A20BA.1.",Mens,Watches,4537.99,4150.0,5450.0
SimpleProduct,Bell and Ross New BR 03 Automatic Black Dial Men's Watch BR03A-BL-ST/SRB,Bell And Ross,OUT_OF_STOCK,Bell and Ross BR03A-BL-ST/SRB Mens,"Silver-tone stainless steel case with a black rubber strap. Fixed silver-tone stainless steel bezel. Black dial with luminous hands and index-Arabic numeral hour markers. Arabic numeral marker appears at the 3, 6, 9 and 12 o'clock positions. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display between 4 and 5 o'clock position. Bell and Ross Calibre BR-CAL.302 Automatic movement, based upon Sellita SW300-1, containing 25 Jewels, bitting at 28800 vph, and has a power reserve of approximately 38 hours. Scratch resistant sapphire crystal. Solid case back. Rectangle case shape, case size: 41 mm, case thickness: 9.65 mm. Tang clasp. Water resistant at 100 meters / 330 feet. Functions: date, hour, minute, second. New Br 03 Series. Sport watch style. Watch label: Swiss Made. Bell and Ross New BR 03 Automatic Black Dial Men's Watch BR03A-BL-ST/SRB.",Mens,Watches,3265.99,2880.0,3600.0
SimpleProduct,Risala Men's Elite Hikmah Of Life EDP Spray 3.4 oz Fragrances 6294015196894,Risala,IN_STOCK,Risala 6294015196894 Mens,"<p>Experience the bold and sophisticated essence of <strong>Risala Men's Elite Hikmah Of Life</strong>, a captivating <strong>Middle Eastern fragrance</strong> crafted to leave a lasting impression. Designed in the heart of the <strong>United Arab Emirates</strong>, this <strong>3.4 oz Eau de Parfum</strong> blends rich, invigorating notes that embody confidence and refinement.</p>  \n\n<p>The scent opens with a vibrant burst of <strong>bergamot, grapefruit, and blackcurrant</strong>, delivering a fresh and energizing introduction. As it evolves, the heart reveals a dynamic fusion of <strong>ginger, ambrette, vetiver, green mandarin, and geranium</strong>, creating a bold and charismatic character. Finally, the base unfolds with warm and woody tones of <strong>dry woods, cashmeran, fir balsam, cedarwood, tonka, patchouli, and vetiver</strong>, leaving a deep, sophisticated trail that lingers.</p>  \n\n<p>Perfect for the modern man, <strong>Elite Hikmah Of Life</strong> is an expression of strength and elegance. Whether for daily wear or special occasions, this fragrance exudes confidence and charm. Elevate your scent collection with this expertly crafted blend from <strong>Risala</strong>, a brand known for its luxurious and long-lasting fragrances.</p>  \n\n<p><strong>Note:</strong> This item is only valid for shipment in the Contiguous United States & Canada.</p><p>This item is only valid for shipment in the Contiguous United States & Canada.</p>",Mens,Fragrances,66.99,21.99,85.0
SimpleProduct,BDK Parfums Unisex Vanille Leather EDP Spray 3.3 oz (Tester) Fragrances,Bdk Parfums,IN_STOCK,BDK Parfums T3760035450986 Unisex,"<p>Step into a world of elegance and allure with BDK Parfums Vanille Leather Eau de Parfum. Launched in 2023, this unisex fragrance blends warm, floral, and spicy notes into a bold and unforgettable scent. Created by the design house of BDK Parfums, Vanille Leather is a modern masterpiece that speaks to those who love a perfect harmony between softness and strength.</p>\n\n<p>The fragrance opens with a bright burst of violet and pink pepper, offering a fresh yet spicy start that instantly captures attention. As it settles, a blooming heart of jasmine, tuberose, and orange blossom emerges, adding a touch of creamy floral richness. These middle notes bring a sense of sophistication and depth that feels both classic and contemporary.</p>\n\n<p>At its base, Vanille Leather reveals a warm and earthy blend of vanilla, orris, benzoin, leather, oak, and patchouli. These grounding elements create a luxurious dry down that lingers on the skin, leaving a memorable trail. It’s the perfect balance of sweet and smoky, making it a versatile scent for any season or occasion.</p>\n\n<p>This Eau de Parfum comes in a 3.3 oz Tester size, offering the same exceptional quality and scent as the standard version but at greater value. Whether you're exploring a new signature scent or adding to your fragrance collection, BDK Parfums Vanille Leather is a smart and stylish choice.</p>\n\n<p>Category: Fragrance | SubType: EDP Spray | SKU: T3760035450986</p>\n\n<p>Note: This item is only valid for shipment in the Contiguous United States & Canada.</p><p>This item is only valid for shipment in the Contiguous United States & Canada.</p>",Unisex,Fragrances,158.82,158.82,275.0
SimpleProduct,Breitling Super Chronomat Chronograph Automatic Chronometer Black Dial Men's Watch UB0136251B1S1,Breitling,IN_STOCK,Breitling UB0136251B1S1 Mens,"Silver-tone stainless steel case with a black rubber strap. Uni-directional rotating 18kt rose gold with an inlaid black ring bezel. Black dial with rose gold-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 6 o'clock position. Chronograph - three sub-dials displaying:  60 second, 30 minute and 12 hour. Breitling Calibre 01 Automatic movement, containing 47 Jewels, composed of 346 parts, bitting at 28800 vph, and has a power reserve of approximately 70 hours. Scratch resistant sapphire crystal. Screw down crown. Transparent case back. Round case shape, case size: 44 mm, case thickness: 14.45 mm. Band width: 22 mm. Folding clasp. Water resistant at 200 meters / 660 feet. Functions: chronograph, column wheel, date, hour, minute, second, chronometer. Super Chronomat Series. Sport watch style. Watch label: Swiss Made. Breitling Super Chronomat Chronograph Automatic Chronometer Black Dial Men's Watch UB0136251B1S1.",Mens,Watches,10132.99,9200.0,12300.0
SimpleProduct,Omega De Ville Prestige Dewdrop Mother of Pearl Diamond Dial 18K Gold Ladies Watch 424.53.27.60.55.001,Omega,IN_STOCK,Omega 424.53.27.60.55.001 Ladies,"18k yellow gold case with a red leather strap. Fixed bezel. Mother of pearl dial with gold-tone hands and diamond and Roman numeral hour markers. Dial Type: Analog. Quartz movement. Scratch resistant sapphire crystal. Case diameter: 27.40 mm. Round case shape. Water resistant at 30 meters / 100 feet. Functions: hour, minute. Luxury watch style. Watch label: Swiss Made. Omega De Ville Prestige Dewdrop Mother of Pearl Diamond Dial 18K Gold Ladies Watch 424.53.27.60.55.001.",Womens,Watches,6650.0,6650.0,10300.0
SimpleProduct,Stuhrling Original Aviator Black Dial Men's Watch M15556,Stuhrling Original,IN_STOCK,Stuhrling Original M15556 Mens,"Men's Chrono Black Case, Black Dial with Yellow Accents, White Hands, White and Silver Markers, Black Leather Strap with Grey Contrast Stitching Watch Black alloy case with a black leather strap. Fixed black alloy bezel. Black dial with black hands and Arabic numeral & index hour markers. Minute markers around the outer rim. Dial Type: Analog. Date display at the 6 o'clock position. Chronograph - three sub-dials displaying:  60 second, 60 minute and 24 hour. Quartz movement. Scratch resistant mineral crystal. Pull / push crown. Solid case back. Round case shape, case size: 45 mm, case thickness: 13 mm. Buckle clasp. Water resistant at 50 meters / 165 feet. Functions: chronograph, date, hour, minute, second. Aviator Series. Casual watch style. Stuhrling Original Aviator Black Dial Men's Watch M15556.",Mens,Watches,684.99,195.0,975.0
SimpleProduct,Breitling Montbrillant Legende Men's Watch C2334024-G631SS,Breitling,OUT_OF_STOCK,Breitling C2334024-G631-445C Mens,"Silver-tone stainless steel case with a stainless steel and 18kt yellow gold accents bracelet. Bi-directional rotating stainless steel and 18 k rose gold bezel with a black top ring. Silver dial with luminous hands and Arabic numeral hour markers. Dial Type: Analog. Luminescent hands and dial markers. Date display at the 6 o'clock position. Chronograph - two sub-dials displaying:  60 second and 30 minute. Breitling Calibre 23 Automatic movement, based upon ETA 7753, containing 27 Jewels, bitting at 28800 vph, and has a power reserve of approximately 42 hours. Scratch resistant sapphire crystal. Round case shape, case size: 47 mm, case thickness: 15 mm. Band width: 20-18 mm, band length: 8.5 inches. Deployment clasp. Water resistant at 30 meters / 100 feet. Functions: chronograph, date, hour, minute, second, chronometer. Montbrilliant Legende Series. Luxury watch style. Item Variations: C2334024. Breitling Montbrillant Legende Men's Watch C2334024-G631SS.",Mens,Watches,9085.99,8376.0,10470.0
SimpleProduct,Invicta Pro Diver Chronograph Quartz Gold Dial Men's Watch 22308,Invicta,IN_STOCK,Invicta 22308 Mens,"Gold-tone stainless steel case with a two-tone (black and silver-tone) black polyurethane with stainless steel accents strap. Uni-directional rotating stainless steel and aluminum bezel with a gold-tone count-up elapsed time top ring. Gold dial with luminous blue arrow-shaped hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display between 4 and 5 o'clock position. Chronograph - three sub-dials displaying: 60 second, 30 minute and 1/10th of a second. Hattori Caliber VD53 quartz movement. Scratch resistant mineral crystal. Pull / push crown. Solid case back. Round case shape, case size: 50 mm. Band width: 26 mm. Tang clasp. Water resistant at 100 meters / 330 feet. Functions: chronograph, date, hour, minute, second. Pro Diver Series. Sport watch style. Watch label: Japan Movt. Invicta Pro Diver Chronograph Quartz Gold Dial Men's Watch 22308.",Mens,Watches,566.99,89.99,795.0
ConfigurableProduct,Polo Ralph Lauren Carlton RLX Water-Repellent Down Jacket,Polo Ralph Lauren,IN_STOCK,Polo Ralph Lauren 784846746004 Mens,"Polo Ralph Lauren Men's Outerwear. Fashion category: Coats & Jackets. SKU: 784846746004. Color: Blue. Polo Ralph Lauren Carlton RLX Water-Repellent Down Jacket. Crafted from lightweight and insulating PERTEX Quantum fabric, features 750-fill-power down for superior warmth, a drawstring hood, full-zip front, long sleeves with interior ribbed cuffs, and multiple pockets, including a rubber ""RLX Ralph Lauren"" patch on the sleeve and ""PERTEX Quantum"" printed at the back. 100% recycled polyester.",Mens,Clothing,647.99,298.0,800.0
ConfigurableProduct,Lacoste Lightweight Quick-Dry Swim Shorts,Lacoste,IN_STOCK,Lacoste MH6270-LO-KHI Mens,"Lacoste Men's Swim. Fashion category: Swimsuits. SKU: MH6270-LO-KHI. Color: Rocket/Green. Lacoste Lightweight Quick-Dry Swim Shorts. Crafted from light recycled quick-dry taffeta, this pair of shorts feature a side pockets, mesh lining, elasticized waistband with contrast drawstring, and embroidered green crocodile on thigh. Polyester (100%).",Mens,Clothing,65.99,37.99,85.0
SimpleProduct,Christofle Vertigo Small 3-Part Cocktail Server 4248095,Christofle,IN_STOCK,Christofle 4248095,"Designed by Andree Putman for Christofle Silver, this contemporary silver plated 3 part small cocktail server is the perfect entertaining accessory D. 3 1/4 inches (8 cm) each part",Unisex,Flatware & Tableware,417.99,346.5,505.0
SimpleProduct,Fujiyama Sexy by Succes De Paris for Women - 3.3 oz EDT Spray,Succes De Paris,IN_STOCK,Succes De Paris 3522120651001 Ladies,"<p>Indulge in the captivating allure of Fujiyama Sexy by Succes De Paris, a seductive fragrance designed exclusively for ladies. Launched in 1995, this timeless perfume has continued to enchant women around the world with its unique blend of floral and oriental notes. The 3.3 oz size ensures this tantalizing scent will last as long as your intrigue does.</p>\n\n<p>Experience the invigorating top notes of bergamot, bursting with citrusy freshness. This initial impression is beautifully complemented by the heart notes of iris, rose, and jasmine, adding a floral sophistication to the overall scent profile. The base notes of musk, vanilla, and wood add an enticing depth, creating an aroma that is both alluring and comforting.</p>\n\n<p>This fragrance is from the renowned design house of Succes De Paris, known for their dedication to creating scents that inspire and delight. The name Fujiyama Sexy reflects the exotic and intriguing nature of the fragrance, offering a hint of the seductive experience that awaits. Encased in an elegant EDT spray bottle, this fragrance is as stylish as it is charming.</p>\n\n<p>Further enhancing the fragrance are unique ozonic notes, which inject a touch of modern freshness, while the citruses add a vibrant edge. Belonging to the floral oriental family, Fujiyama Sexy offers a balance of classic and contemporary notes, resulting in a perfume that is both timeless and avant-garde.</p>\n\n<p>Whether you're looking for a signature scent or a special gift, Fujiyama Sexy by Succes De Paris is a captivating choice. Its barcode is 3522120651001, verifying its authenticity. Experience the enthralling power of this exquisite ladies' fragrance and let Fujiyama Sexy become your next olfactory obsession.</p><p>This item is only valid for shipment in the Contiguous United States & Canada.</p>",Womens,Fragrances,34.99,20.99,45.0
ConfigurableProduct,T by Alexander Wang Classic Boxer Cotton Shorts,T By Alexander Wang,IN_STOCK,T by Alexander Wang 4WC2244370-LIGHT PINK Ladies,"Brand: T by Alexander Wang. Fashion category: Shorts. SKU: 4WC2244370-LIGHT PINK. Color: Light Pink. T by Alexander Wang Classic Boxer Cotton Shorts. This pull-on style shorts feature an elasticized waistband with a logo, side-seam pockets at the hips, and tonal stitching. 100% cotton.",Womens,Clothing,182.99,98.0,265.0
SimpleProduct,Burberry Small Leather and Vintage Check Crossbody Bag- Black,Burberry,IN_STOCK,Burberry 8023226 Ladies,"Burberry small crossbody bag crafted in Italian-tanned grainy calf leather with hand painted edges. This bag features 1 interior zip pocket, two interior slip pockets, 6 card slots, and an adjustable shoulder strap with a 40cm/15.7in - 57cm/22.4in drop. Dimensions: 21 x 4.5 x 12.5cm/8.3 x 1.8 x 4.9in",Womens,Bags,749.99,578.99,890.0
SimpleProduct,Orient Classic Automatic Blue Dial Men's Watch RA-AC0J09L10B,Orient,IN_STOCK,Orient RA-AC0J09L10B Mens,"Stainless steel case with a stainless steel bracelet. Fixed stainless steel bezel. Blue dial with silver-tone hands and index hour markers. Arabic numerals appear at the 6, 9 and 12 o'clock positions. Dial Type: Analog. Date display at the 3 o'clock position. Automatic movement. Scratch resistant Hardlex crystal. Pull / push crown. Solid case back. Round case shape. Case size: 42 mm. Case thickness: 12 mm. Band width: 20 mm. Fold over clasp with a double push button release . Water resistant at 50 meters / 165 feet. Functions: date, hour, minute, second. Classic Series. Casual watch style. Watch label: Japan Movt. Orient Classic Automatic Blue Dial Men's Watch RA-AC0J09L10B.",Mens,Watches,307.99,156.0,435.0
SimpleProduct,AMOUR 22 Inch Rope Chain Necklace In 14K Yellow Gold (3 Mm),Amour,IN_STOCK,Amour JMS005091 Mens,"This bold and delicate rope chain necklace is crafted in 14-karat yellow gold and features a classic rope chain design. Elevate any ensemble with this sophisticated necklace, from business casual to formal wear. Choose this piece as a versatile addition to any jewelry collection.",Mens,Jewelry,1604.99,669.99,2345.0
SimpleProduct,Baume et Mercier Hampton Automatic Silver Dial Men's Watch 10522,Baume Et Mercier,IN_STOCK,Baume et Mercier 10522 Mens,"Stainless steel case with a black (alligator) leather strap. Fixed stainless steel bezel. Silver-tone dial with silver-tone hands and index hour markers. Arabic numerals appear at the 6 and 12 o'clock positions. Minute markers around the outer rim. Dial Type: Analog. ETA caliber 2671 Automatic movement, containing 25 Jewels, bitting at 28800 vph, and has a power reserve of approximately 38 hours. Scratch resistant sapphire crystal. Pull / push crown. Transparent case back. Rectangle case shape. Case dimensions: 43 mm x 27.5 mm. Case thickness: 9.95 mm. Fold over clasp with a safety release. Water resistant at 50 meters / 165 feet. Functions: hour, minute, second. Hampton Series. Dress watch style. Watch label: Swiss Made. Baume et Mercier Hampton Automatic Silver Dial Men's Watch 10522.",Mens,Watches,2361.99,1925.0,2800.0
SimpleProduct,Rolex Lady Datejust 26 Silver Dial Stainless Steel and 18K Yellow Gold Oyster Bracelet Automatic Watch 179163SSO,Rolex,OUT_OF_STOCK,Rolex 179163SSO Ladies,"Stainless steel case with a stainless steel Rolex oyster bracelet with 18kt yellow gold center links. Fixed domed 18kt yellow gold bezel. Silver dial with yellow gold-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Rolex calibre 2235 automatic movement with a 48-hour power reserve. Scratch resistant sapphire crystal. Screw down crown. Solid case back. Case size: 26 mm. Round case shape. Oysterlock clasp. Water resistant at 100 meters / 330 feet. Functions: date, hour, minute, second, chronometer. Luxury watch style. Watch label: Swiss Made. Item Variations: 179163, 179163-SSO, Rolex-179163, Rolex-179163-SSO. Rolex Lady Datejust 26 Silver Dial Stainless Steel and 18K Yellow Gold Rolex Oyster Automatic Watch 179163SSO.",Womens,Watches,7857.0,7857.0,8100.0
SimpleProduct,Jaeger LeCoultre Grande Reverso 976 Black Dial Leather Men's Watch Q3738470,Jaeger LeCoultre,OUT_OF_STOCK,Jaeger LeCoultre Q3738470 Mens,"Silver-tone stainless steel case with a black leather strap. Fixed silver-tone stainless steel bezel. Black dial with silver-toned hands and Arabic numeral hour markers. Minute markers around an inner ring. Dial Type: Analog. One subdial displaying: small second at the 6 o'clock position. Jaeger LeCoultre Calibre JLC 976 Hand Wind movement, containing 19 Jewels, bitting at 28800 vph, and has a power reserve of approximately 48 hours. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Rectangle case shape, case size: 41.6 mm x 29.9 mm, case thickness: 10.3 mm. Deployment clasp. Water resistant at 30 meters / 100 feet. Functions: date, hour, minute, second. Additional Info: case flips over to reveal a blank solid case back appropriate for engraving/personalizing. Grande Reverso 976 Series. Luxury watch style. Watch label: Swiss Made. Item Variations: Q3738470, 3738470, 373.84.70, Q373.84.70. Jaeger LeCoultre Grande Reverso 976 Black Dial Leather Men's Watch Q3738470.",Mens,Watches,6762.99,6142.0,7400.0
SimpleProduct,Tudor Black Bay 41mm Automatic Black Dial Men's Watch M7941A1A0NU-0003,Tudor,IN_STOCK,Tudor M7941A1A0NU-0003 Mens,"Silver-tone stainless steel case and bracelet. Uni-directional rotating black stainless steel bezel. Black dial with silver-tone hands and batons hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Tudor Calibre MT5602-U automatic movement with a 70-hour power reserve. Scratch resistant sapphire crystal. Screw down crown. Solid case back. Round case shape, case size: 41 mm, case thickness: 13.6 mm. Band width: 21 mm. Fold over clasp. Water resistant at 200 meters / 660 feet. Functions: hour, minute, second. Black Bay Series. Sport watch style. Watch label: Swiss Made. Tudor Black Bay Automatic Black Dial Men's Watch M7941A1A0NU-0003.",Mens,Watches,4700.0,4700.0,4850.0
